Airline,Source,Destination,Total_Stops,Price,Duration_in_minutes,Number_of_Stops,Journey_year,Journey_month,Journey_day,Dep_hour,Dep_minute,Arr_hour,Arr_minute
Multiple carriers,Delhi,Cochin,1 stop,13587,660,1,2019,6,1,10,0,21,0
Jet Airways,Kolkata,Banglore,1 stop,11467,1080,1,2019,5,15,20,25,14,25
IndiGo,Chennai,Kolkata,non-stop,7295,135,0,2019,3,3,13,20,15,35
SpiceJet,Chennai,Kolkata,non-stop,3597,135,0,2019,5,1,9,45,12,0
Multiple carriers,Delhi,Cochin,1 stop,7787,755,1,2019,5,9,6,40,19,15
IndiGo,Delhi,Cochin,1 stop,14871,860,1,2019,3,6,6,40,21,0
IndiGo,Chennai,Kolkata,non-stop,3540,165,0,2019,6,15,15,40,18,25
IndiGo,Delhi,Cochin,1 stop,6442,940,1,2019,6,1,6,50,22,30
Air Asia,Banglore,Delhi,non-stop,3383,165,0,2019,6,24,11,10,13,55
Air Asia,Kolkata,Banglore,non-stop,4409,150,0,2019,4,18,22,50,1,20
IndiGo,Chennai,Kolkata,non-stop,3850,140,0,2019,5,9,7,55,10,15
Multiple carriers,Delhi,Cochin,1 stop,8018,555,1,2019,6,24,13,15,22,30
Jet Airways,Kolkata,Banglore,1 stop,11467,1120,1,2019,4,1,20,25,15,5
Vistara,Banglore,Delhi,non-stop,4668,170,0,2019,6,6,11,30,14,20
Jet Airways,Delhi,Cochin,2 stops,13922,1525,2,2019,6,24,17,35,19,0
Air India,Mumbai,Hyderabad,non-stop,3625,80,0,2019,5,6,6,20,7,40
Air Asia,Kolkata,Banglore,non-stop,5989,150,0,2019,5,18,19,55,22,25
IndiGo,Banglore,Delhi,non-stop,4423,170,0,2019,4,21,4,0,6,50
Jet Airways,Delhi,Cochin,non-stop,9564,195,0,2019,6,18,9,50,13,5
Jet Airways,Kolkata,Banglore,1 stop,8529,1545,1,2019,6,12,16,30,18,15
Air India,Kolkata,Banglore,non-stop,4145,155,0,2019,6,6,20,45,23,20
IndiGo,Kolkata,Banglore,non-stop,4804,155,0,2019,5,3,17,15,19,50
IndiGo,Delhi,Cochin,1 stop,6938,490,1,2019,6,1,14,20,22,30
Jet Airways,Banglore,New Delhi,1 stop,14815,1420,1,2019,3,6,8,0,7,40
Multiple carriers,Delhi,Cochin,1 stop,15077,705,1,2019,3,6,7,30,19,15
Jet Airways,Delhi,Cochin,2 stops,13014,560,2,2019,6,15,9,40,19,0
Air India,Kolkata,Banglore,2 stops,11201,875,2,2019,6,9,5,50,20,25
Jet Airways,Kolkata,Banglore,1 stop,12692,1295,1,2019,6,6,20,25,18,0
Multiple carriers,Delhi,Cochin,1 stop,9646,385,1,2019,6,1,9,45,16,10
Jet Airways,Delhi,Cochin,1 stop,16079,335,1,2019,5,24,22,50,4,25
Air India,Kolkata,Banglore,2 stops,6117,1555,2,2019,5,15,9,10,11,5
Multiple carriers,Delhi,Cochin,1 stop,6795,615,1,2019,6,9,15,15,1,30
Air India,Mumbai,Hyderabad,non-stop,3100,80,0,2019,6,1,21,5,22,25
Jet Airways,Delhi,Cochin,1 stop,15851,620,1,2019,5,9,2,15,12,35
Vistara,Chennai,Kolkata,non-stop,3687,135,0,2019,6,6,7,5,9,20
IndiGo,Banglore,Delhi,non-stop,4990,180,0,2019,4,12,16,55,19,55
Jet Airways,Delhi,Cochin,1 stop,15554,1425,1,2019,5,9,19,15,19,0
Multiple carriers,Delhi,Cochin,1 stop,9526,795,1,2019,6,15,6,0,19,15
IndiGo,Delhi,Cochin,non-stop,6015,195,0,2019,5,18,5,35,8,50
Air India,Kolkata,Banglore,2 stops,10676,590,2,2019,5,1,12,0,21,50
Jet Airways,Delhi,Cochin,1 stop,12898,1100,1,2019,5,27,18,15,12,35
Jet Airways,Delhi,Cochin,2 stops,15129,1760,2,2019,5,27,23,5,4,25
Multiple carriers,Delhi,Cochin,1 stop,13378,465,1,2019,3,21,11,30,19,15
SpiceJet,Kolkata,Banglore,non-stop,4174,145,0,2019,6,1,9,0,11,25
Multiple carriers,Delhi,Cochin,1 stop,9103,455,1,2019,5,21,11,25,19,0
IndiGo,Chennai,Kolkata,non-stop,3850,140,0,2019,6,9,7,55,10,15
Vistara,Delhi,Cochin,non-stop,6216,190,0,2019,6,9,14,40,17,50
Vistara,Kolkata,Banglore,1 stop,8610,385,1,2019,4,1,17,0,23,25
Jet Airways,Kolkata,Banglore,1 stop,10539,1005,1,2019,6,6,17,0,9,45
IndiGo,Delhi,Cochin,1 stop,6674,625,1,2019,3,9,11,55,22,20
Multiple carriers,Delhi,Cochin,1 stop,7618,780,1,2019,6,24,8,0,21,0
IndiGo,Banglore,Delhi,non-stop,3943,175,0,2019,4,21,0,30,3,25
Vistara,Banglore,New Delhi,non-stop,11913,155,0,2019,3,24,16,0,18,35
IndiGo,Banglore,New Delhi,non-stop,6860,170,0,2019,3,9,18,55,21,45
Jet Airways,Delhi,Cochin,2 stops,13292,810,2,2019,6,12,5,30,19,0
Multiple carriers,Delhi,Cochin,1 stop,17057,795,1,2019,3,6,2,15,15,30
Jet Airways,Delhi,Cochin,2 stops,13014,810,2,2019,6,27,5,30,19,0
Air India,Delhi,Cochin,2 stops,11552,2170,2,2019,3,3,7,5,19,15
IndiGo,Chennai,Kolkata,non-stop,6297,145,0,2019,3,12,11,35,14,0
IndiGo,Chennai,Kolkata,non-stop,4332,145,0,2019,3,24,11,35,14,0
Air India,Delhi,Cochin,non-stop,5674,170,0,2019,3,21,5,10,8,0
Multiple carriers,Delhi,Cochin,1 stop,10711,730,1,2019,5,21,7,5,19,15
Jet Airways,Kolkata,Banglore,1 stop,11467,505,1,2019,4,1,9,35,18,0
Air India,Kolkata,Banglore,2 stops,12434,1335,2,2019,5,6,16,50,15,5
Air India,Delhi,Cochin,non-stop,5201,185,0,2019,6,24,18,5,21,10
Vistara,Banglore,Delhi,non-stop,4878,155,0,2019,5,18,17,0,19,35
Jet Airways,Delhi,Cochin,2 stops,13014,1375,2,2019,6,6,5,30,4,25
SpiceJet,Chennai,Kolkata,non-stop,3597,135,0,2019,6,6,8,20,10,35
Air India,Banglore,New Delhi,2 stops,12599,1580,2,2019,3,3,8,50,11,10
Jet Airways,Kolkata,Banglore,1 stop,10844,1660,1,2019,5,24,18,55,22,35
Jet Airways,Delhi,Cochin,1 stop,12898,1005,1,2019,5,21,2,15,19,0
IndiGo,Banglore,Delhi,non-stop,3943,170,0,2019,6,21,13,0,15,50
Multiple carriers,Delhi,Cochin,1 stop,7198,750,1,2019,6,12,13,0,1,30
SpiceJet,Kolkata,Banglore,1 stop,4963,315,1,2019,5,18,15,5,20,20
IndiGo,Banglore,New Delhi,non-stop,12649,170,0,2019,3,1,16,55,19,45
Multiple carriers,Delhi,Cochin,1 stop,17267,450,1,2019,3,6,8,0,15,30
Jet Airways,Delhi,Cochin,1 stop,12373,715,1,2019,5,9,7,5,19,0
Jet Airways,Banglore,New Delhi,1 stop,13502,785,1,2019,3,3,11,40,0,45
Multiple carriers,Delhi,Cochin,1 stop,11622,440,1,2019,3,21,11,30,18,50
SpiceJet,Kolkata,Banglore,non-stop,5515,140,0,2019,3,3,22,20,0,40
Jet Airways,Kolkata,Banglore,1 stop,9314,1080,1,2019,5,15,20,25,14,25
Multiple carriers,Delhi,Cochin,1 stop,11789,520,1,2019,6,3,10,20,19,0
IndiGo,Banglore,Delhi,non-stop,4823,170,0,2019,4,6,20,0,22,50
Air India,Delhi,Cochin,2 stops,10467,1210,2,2019,6,3,13,15,9,25
Multiple carriers,Delhi,Cochin,1 stop,7408,480,1,2019,6,3,13,0,21,0
Air India,Delhi,Cochin,1 stop,7480,1640,1,2019,6,15,6,5,9,25
SpiceJet,Kolkata,Banglore,non-stop,3841,140,0,2019,4,24,22,20,0,40
SpiceJet,Chennai,Kolkata,non-stop,3543,140,0,2019,5,18,17,45,20,5
Air India,Delhi,Cochin,3 stops,10493,2280,3,2019,6,24,5,15,19,15
Multiple carriers,Delhi,Cochin,1 stop,9103,455,1,2019,5,27,11,25,19,0
Jet Airways,Kolkata,Banglore,1 stop,10844,345,1,2019,5,6,14,5,19,50
IndiGo,Banglore,Delhi,non-stop,4823,170,0,2019,6,9,20,0,22,50
Air Asia,Banglore,New Delhi,non-stop,4482,165,0,2019,3,24,23,25,2,10
Jet Airways,Kolkata,Banglore,1 stop,8529,1655,1,2019,6,12,6,30,10,5
Air India,Delhi,Cochin,non-stop,7931,180,0,2019,3,3,14,10,17,10
Jet Airways,Kolkata,Banglore,1 stop,9663,865,1,2019,5,18,18,55,9,20
Jet Airways,Delhi,Cochin,2 stops,10368,560,2,2019,6,1,9,40,19,0
Air India,Kolkata,Banglore,2 stops,10151,590,2,2019,5,18,12,0,21,50
SpiceJet,Chennai,Kolkata,non-stop,3543,140,0,2019,5,27,17,45,20,5
Multiple carriers,Delhi,Cochin,1 stop,7530,390,1,2019,6,1,19,0,1,30
Multiple carriers,Delhi,Cochin,1 stop,6805,455,1,2019,5,9,14,55,22,30
GoAir,Banglore,Delhi,non-stop,3419,175,0,2019,6,18,7,45,10,40
Air Asia,Banglore,Delhi,non-stop,7120,170,0,2019,6,9,23,55,2,45
Jet Airways,Kolkata,Banglore,1 stop,14151,1075,1,2019,5,21,17,0,10,55
Air India,Mumbai,Hyderabad,non-stop,3100,80,0,2019,6,21,6,20,7,40
Jet Airways,Kolkata,Banglore,1 stop,12121,1285,1,2019,5,24,17,0,14,25
SpiceJet,Mumbai,Hyderabad,non-stop,2017,90,0,2019,5,6,5,45,7,15
SpiceJet,Mumbai,Hyderabad,non-stop,2647,90,0,2019,6,15,5,45,7,15
IndiGo,Delhi,Cochin,1 stop,6147,320,1,2019,6,12,17,5,22,25
Jet Airways,Delhi,Cochin,2 stops,14237,600,2,2019,6,1,18,25,4,25
Jet Airways,Kolkata,Banglore,1 stop,13044,730,1,2019,6,12,21,10,9,20
Jet Airways,Delhi,Cochin,1 stop,15554,1005,1,2019,5,18,2,15,19,0
SpiceJet,Banglore,Delhi,non-stop,4423,170,0,2019,4,9,9,30,12,20
Air India,Delhi,Cochin,1 stop,8372,640,1,2019,6,6,21,0,7,40
Jet Airways,Kolkata,Banglore,1 stop,10844,1655,1,2019,5,18,20,0,23,35
Vistara,Kolkata,Banglore,1 stop,9555,1550,1,2019,5,18,17,0,18,50
Air India,Delhi,Cochin,2 stops,8839,970,2,2019,5,15,17,15,9,25
Air India,Kolkata,Banglore,2 stops,10151,1830,2,2019,5,6,12,0,18,30
Air India,Kolkata,Banglore,2 stops,11432,1210,2,2019,5,12,9,25,5,35
SpiceJet,Banglore,Delhi,non-stop,4319,170,0,2019,4,15,9,30,12,20
Air India,Kolkata,Banglore,2 stops,9626,1830,2,2019,6,6,12,0,18,30
Air India,Kolkata,Banglore,1 stop,10623,1615,1,2019,5,18,17,30,20,25
Jet Airways,Delhi,Cochin,non-stop,9564,195,0,2019,4,18,11,0,14,15
Jet Airways,Kolkata,Banglore,1 stop,14781,400,1,2019,5,9,14,5,20,45
Jet Airways,Banglore,Delhi,non-stop,7229,180,0,2019,5,15,8,20,11,20
IndiGo,Delhi,Cochin,1 stop,5684,480,1,2019,6,27,17,30,1,30
Jet Airways,Kolkata,Banglore,1 stop,14388,1655,1,2019,5,18,5,45,9,20
SpiceJet,Banglore,Delhi,non-stop,5515,170,0,2019,4,18,9,30,12,20
Jet Airways,Kolkata,Banglore,1 stop,12692,1540,1,2019,6,9,20,25,22,5
Jet Airways,Kolkata,Banglore,1 stop,9314,575,1,2019,5,1,9,35,19,10
SpiceJet,Kolkata,Banglore,non-stop,3873,150,0,2019,6,15,17,10,19,40
SpiceJet,Kolkata,Banglore,non-stop,4807,140,0,2019,4,21,22,20,0,40
Multiple carriers,Delhi,Cochin,1 stop,14848,615,1,2019,6,27,9,0,19,15
IndiGo,Delhi,Cochin,1 stop,6171,425,1,2019,4,24,5,5,12,10
SpiceJet,Mumbai,Hyderabad,non-stop,1965,90,0,2019,6,24,13,15,14,45
Jet Airways,Kolkata,Banglore,1 stop,10539,690,1,2019,6,12,9,35,21,5
Air Asia,Banglore,Delhi,non-stop,4483,165,0,2019,6,1,11,10,13,55
Multiple carriers,Delhi,Cochin,1 stop,8371,795,1,2019,3,27,6,0,19,15
Jet Airways,Delhi,Cochin,1 stop,15764,870,1,2019,3,6,13,55,4,25
Jet Airways,Kolkata,Banglore,1 stop,10844,425,1,2019,5,12,16,30,23,35
Air India,Kolkata,Banglore,2 stops,11642,765,2,2019,5,18,16,50,5,35
IndiGo,Banglore,Delhi,non-stop,4423,170,0,2019,4,12,4,0,6,50
Vistara,Banglore,Delhi,non-stop,4878,170,0,2019,6,15,9,45,12,35
SpiceJet,Mumbai,Hyderabad,non-stop,2227,90,0,2019,5,9,13,15,14,45
Jet Airways,Kolkata,Banglore,1 stop,10844,1545,1,2019,5,15,16,30,18,15
Air Asia,Kolkata,Banglore,non-stop,4107,150,0,2019,4,3,19,55,22,25
Vistara,Kolkata,Banglore,1 stop,11262,1660,1,2019,3,24,7,10,10,50
Jet Airways,Delhi,Cochin,1 stop,10262,1355,1,2019,6,3,14,0,12,35
Jet Airways,Banglore,Delhi,non-stop,4544,175,0,2019,5,18,15,15,18,10
Jet Airways,Banglore,Delhi,non-stop,6144,185,0,2019,5,24,18,55,22,0
GoAir,Banglore,New Delhi,non-stop,5706,175,0,2019,3,15,7,45,10,40
Jet Airways,Banglore,New Delhi,1 stop,5853,390,1,2019,3,15,5,50,12,20
Jet Airways,Kolkata,Banglore,2 stops,10118,860,2,2019,5,21,6,30,20,50
Air India,Kolkata,Banglore,2 stops,14687,1200,2,2019,5,1,9,25,5,25
Multiple carriers,Delhi,Cochin,1 stop,9254,465,1,2019,5,27,11,30,19,15
Jet Airways,Delhi,Cochin,2 stops,10368,1125,2,2019,6,1,9,40,4,25
Jet Airways,Kolkata,Banglore,1 stop,14571,400,1,2019,6,6,14,5,20,45
Jet Airways,Banglore,Delhi,non-stop,7229,175,0,2019,6,1,15,15,18,10
IndiGo,Delhi,Cochin,1 stop,6093,860,1,2019,6,6,6,40,21,0
Multiple carriers,Delhi,Cochin,1 stop,16023,780,1,2019,3,9,8,0,21,0
IndiGo,Chennai,Kolkata,non-stop,3597,140,0,2019,6,6,14,45,17,5
Jet Airways,Kolkata,Banglore,1 stop,8824,1015,1,2019,3,24,6,30,23,25
IndiGo,Delhi,Cochin,1 stop,7060,345,1,2019,3,9,2,0,7,45
Jet Airways,Kolkata,Banglore,1 stop,14231,1160,1,2019,3,24,13,55,9,15
Jet Airways,Banglore,Delhi,non-stop,4544,185,0,2019,4,24,18,55,22,0
Jet Airways,Delhi,Cochin,1 stop,16289,1665,1,2019,3,9,15,5,18,50
IndiGo,Kolkata,Banglore,non-stop,6565,165,0,2019,3,3,10,10,12,55
IndiGo,Chennai,Kolkata,non-stop,3597,140,0,2019,6,21,14,45,17,5
Air India,Delhi,Cochin,1 stop,7480,765,1,2019,5,6,20,40,9,25
Vistara,Kolkata,Banglore,1 stop,9922,1065,1,2019,5,12,17,0,10,45
Jet Airways,Banglore,Delhi,non-stop,7229,180,0,2019,5,27,17,45,20,45
Jet Airways,Delhi,Cochin,2 stops,14300,995,2,2019,6,15,20,0,12,35
Jet Airways,Delhi,Cochin,1 stop,12242,1570,1,2019,3,27,2,15,4,25
Multiple carriers,Delhi,Cochin,1 stop,10678,455,1,2019,6,24,11,25,19,0
Multiple carriers,Delhi,Cochin,1 stop,9450,780,1,2019,5,27,8,0,21,0
IndiGo,Kolkata,Banglore,non-stop,4174,160,0,2019,4,6,21,25,0,5
Jet Airways,Banglore,Delhi,non-stop,4544,180,0,2019,4,6,7,10,10,10
IndiGo,Kolkata,Banglore,1 stop,5386,280,1,2019,5,15,17,35,22,15
Jet Airways,Delhi,Cochin,2 stops,15129,1430,2,2019,5,24,19,10,19,0
IndiGo,Delhi,Cochin,1 stop,6412,490,1,2019,6,15,14,20,22,30
Jet Airways,Delhi,Cochin,2 stops,15339,1760,2,2019,6,27,23,5,4,25
Jet Airways,Banglore,New Delhi,non-stop,7229,165,0,2019,3,24,2,0,4,45
Vistara,Banglore,Delhi,non-stop,4878,170,0,2019,6,1,9,45,12,35
Air Asia,Kolkata,Banglore,non-stop,3807,155,0,2019,4,6,10,20,12,55
Jet Airways,Delhi,Cochin,1 stop,12373,1145,1,2019,5,18,17,30,12,35
Jet Airways,Kolkata,Banglore,1 stop,14571,570,1,2019,6,6,14,5,23,35
Jet Airways,Delhi,Cochin,1 stop,10262,520,1,2019,6,12,19,45,4,25
Jet Airways,Delhi,Cochin,1 stop,10577,1325,1,2019,6,9,20,55,19,0
Vistara,Mumbai,Hyderabad,1 stop,12395,1560,1,2019,3,6,20,55,22,55
SpiceJet,Kolkata,Banglore,non-stop,3841,155,0,2019,4,27,6,55,9,30
Air Asia,Delhi,Cochin,1 stop,8759,470,1,2019,6,3,7,55,15,45
IndiGo,Delhi,Cochin,1 stop,7738,645,1,2019,3,21,4,45,15,30
IndiGo,Delhi,Cochin,1 stop,7503,630,1,2019,5,18,15,0,1,30
IndiGo,Delhi,Cochin,1 stop,5883,845,1,2019,6,3,11,25,1,30
Jet Airways,Kolkata,Banglore,1 stop,12692,800,1,2019,6,12,20,25,9,45
IndiGo,Banglore,Delhi,non-stop,4823,170,0,2019,4,15,8,30,11,20
SpiceJet,Mumbai,Hyderabad,non-stop,2017,90,0,2019,5,27,5,45,7,15
Air India,Delhi,Cochin,2 stops,8603,1180,2,2019,6,12,12,0,7,40
Jet Airways,Banglore,Delhi,non-stop,5769,175,0,2019,6,21,11,10,14,5
Jet Airways,Kolkata,Banglore,1 stop,12681,1400,1,2019,4,1,18,55,18,15
SpiceJet,Banglore,Delhi,non-stop,3625,160,0,2019,6,24,5,55,8,35
IndiGo,Delhi,Cochin,1 stop,8854,975,1,2019,5,9,9,15,1,30
IndiGo,Mumbai,Hyderabad,non-stop,2754,90,0,2019,5,15,2,35,4,5
Air India,Delhi,Cochin,1 stop,8372,555,1,2019,6,12,10,0,19,15
Jet Airways,Delhi,Cochin,1 stop,10262,1235,1,2019,6,12,16,0,12,35
Air India,Chennai,Kolkata,non-stop,10810,135,0,2019,3,3,11,40,13,55
IndiGo,Chennai,Kolkata,non-stop,3540,145,0,2019,6,15,5,15,7,40
Jet Airways,Banglore,Delhi,non-stop,8016,185,0,2019,6,6,18,55,22,0
IndiGo,Banglore,New Delhi,non-stop,6860,170,0,2019,3,9,10,30,13,20
Air Asia,Delhi,Cochin,1 stop,6451,340,1,2019,4,27,16,45,22,25
Jet Airways,Kolkata,Banglore,1 stop,13067,1120,1,2019,5,6,20,25,15,5
Jet Airways,Kolkata,Banglore,1 stop,11467,1500,1,2019,5,6,17,0,18,0
Air India,Kolkata,Banglore,1 stop,10203,795,1,2019,5,9,10,0,23,15
Air Asia,Kolkata,Banglore,non-stop,4082,150,0,2019,3,12,22,50,1,20
Air India,Delhi,Cochin,2 stops,13276,500,2,2019,5,21,10,55,19,15
Jet Airways,Banglore,New Delhi,2 stops,23001,420,2,2019,3,9,8,55,15,55
Jet Airways,Kolkata,Banglore,1 stop,10844,1550,1,2019,6,6,18,55,20,45
IndiGo,Banglore,Delhi,non-stop,4990,175,0,2019,6,27,18,55,21,50
Jet Airways,Banglore,New Delhi,1 stop,10037,550,1,2019,3,9,5,50,15,0
Jet Airways,Kolkata,Banglore,1 stop,14388,520,1,2019,5,6,20,0,4,40
IndiGo,Banglore,New Delhi,non-stop,7303,170,0,2019,3,24,16,55,19,45
Air India,Delhi,Cochin,2 stops,12287,1305,2,2019,3,3,21,30,19,15
Jet Airways,Kolkata,Banglore,1 stop,10844,400,1,2019,6,6,14,5,20,45
Jet Airways,Mumbai,Hyderabad,non-stop,4995,90,0,2019,5,24,10,20,11,50
Multiple carriers,Delhi,Cochin,1 stop,9794,440,1,2019,5,27,11,40,19,0
IndiGo,Kolkata,Banglore,1 stop,4226,240,1,2019,6,6,6,20,10,20
IndiGo,Delhi,Cochin,1 stop,7318,845,1,2019,3,21,11,30,1,35
Jet Airways,Kolkata,Banglore,1 stop,8529,735,1,2019,6,12,20,0,8,15
Air India,Kolkata,Banglore,2 stops,9416,1830,2,2019,6,12,12,0,18,30
Jet Airways,Delhi,Cochin,2 stops,11507,1620,2,2019,6,3,9,35,12,35
Air India,Kolkata,Banglore,2 stops,9920,970,2,2019,4,1,16,45,8,55
Multiple carriers,Delhi,Cochin,1 stop,7038,540,1,2019,5,18,7,10,16,10
GoAir,Delhi,Cochin,1 stop,4959,355,1,2019,6,3,7,0,12,55
Jet Airways,Mumbai,Hyderabad,non-stop,5678,85,0,2019,6,9,7,5,8,30
Jet Airways,Banglore,Delhi,non-stop,7229,180,0,2019,6,9,8,20,11,20
Jet Airways,Kolkata,Banglore,1 stop,7064,425,1,2019,4,1,16,30,23,35
IndiGo,Banglore,Delhi,non-stop,4823,170,0,2019,4,6,8,30,11,20
Jet Airways,Kolkata,Banglore,1 stop,14571,365,1,2019,5,24,16,30,22,35
IndiGo,Kolkata,Banglore,non-stop,4148,165,0,2019,3,27,9,35,12,20
Air India,Kolkata,Banglore,2 stops,13873,920,2,2019,5,24,10,0,1,20
Jet Airways,Delhi,Cochin,1 stop,10262,1415,1,2019,6,24,13,0,12,35
Jet Airways,Delhi,Cochin,2 stops,15129,1430,2,2019,5,21,19,10,19,0
Multiple carriers,Delhi,Cochin,1 stop,6645,830,1,2019,4,9,11,40,1,30
IndiGo,Kolkata,Banglore,non-stop,4804,155,0,2019,5,1,17,15,19,50
IndiGo,Banglore,New Delhi,1 stop,5746,245,1,2019,3,9,11,20,15,25
GoAir,Delhi,Cochin,1 stop,5199,460,1,2019,6,9,5,55,13,35
IndiGo,Chennai,Kolkata,non-stop,4332,140,0,2019,3,18,19,35,21,55
IndiGo,Delhi,Cochin,1 stop,6416,575,1,2019,6,1,11,25,21,0
Air India,Banglore,New Delhi,2 stops,12935,575,2,2019,3,18,6,45,16,20
Jet Airways,Banglore,New Delhi,1 stop,7832,685,1,2019,3,21,8,55,20,20
Jet Airways,Kolkata,Banglore,1 stop,8586,730,1,2019,5,1,16,30,4,40
Jet Airways,Banglore,Delhi,non-stop,5769,175,0,2019,6,24,15,15,18,10
Jet Airways,Mumbai,Hyderabad,non-stop,8040,90,0,2019,5,21,10,20,11,50
Vistara,Delhi,Cochin,non-stop,12411,190,0,2019,3,6,6,0,9,10
Air India,Kolkata,Banglore,1 stop,8366,745,1,2019,6,9,9,25,21,50
Multiple carriers,Delhi,Cochin,1 stop,7354,705,1,2019,6,3,7,30,19,15
Air India,Banglore,New Delhi,2 stops,13576,665,2,2019,3,1,11,5,22,10
Multiple carriers,Delhi,Cochin,1 stop,11622,585,1,2019,6,3,9,15,19,0
Air India,Kolkata,Banglore,2 stops,12723,1045,2,2019,6,6,5,50,23,15
Jet Airways,Kolkata,Banglore,1 stop,13759,900,1,2019,3,24,8,25,23,25
IndiGo,Delhi,Cochin,1 stop,6412,380,1,2019,5,15,16,10,22,30
IndiGo,Delhi,Cochin,2 stops,6494,765,2,2019,3,27,8,35,21,20
Jet Airways,Mumbai,Hyderabad,non-stop,5678,90,0,2019,3,24,15,50,17,20
Air India,Kolkata,Banglore,1 stop,8891,1545,1,2019,5,12,9,25,11,10
Jet Airways,Delhi,Cochin,1 stop,17024,1260,1,2019,3,3,21,50,18,50
Jet Airways,Delhi,Cochin,2 stops,10368,560,2,2019,6,12,9,40,19,0
Jet Airways,Kolkata,Banglore,1 stop,14571,1335,1,2019,6,9,20,0,18,15
Jet Airways,Banglore,New Delhi,1 stop,7832,495,1,2019,3,21,7,0,15,15
Jet Airways,Kolkata,Banglore,1 stop,14151,750,1,2019,5,9,9,35,22,5
Multiple carriers,Delhi,Cochin,1 stop,7154,510,1,2019,3,21,10,45,19,15
Air Asia,Kolkata,Banglore,1 stop,5192,710,1,2019,4,15,7,35,19,25
Multiple carriers,Delhi,Cochin,2 stops,21483,630,2,2019,3,6,15,5,1,35
Jet Airways,Kolkata,Banglore,1 stop,6812,730,1,2019,6,6,16,30,4,40
IndiGo,Banglore,New Delhi,1 stop,13292,300,1,2019,3,3,19,35,0,35
IndiGo,Kolkata,Banglore,non-stop,4174,155,0,2019,4,9,22,15,0,50
Jet Airways,Delhi,Cochin,2 stops,11150,1045,2,2019,6,27,19,10,12,35
IndiGo,Delhi,Cochin,1 stop,5912,310,1,2019,4,24,17,5,22,15
Air India,Delhi,Cochin,1 stop,8907,570,1,2019,6,27,13,30,23,0
Air India,Banglore,New Delhi,1 stop,8767,640,1,2019,3,9,17,0,3,40
Jet Airways,Delhi,Cochin,1 stop,12242,520,1,2019,3,27,19,45,4,25
Air India,Kolkata,Banglore,1 stop,6327,580,1,2019,5,24,19,0,4,40
SpiceJet,Chennai,Kolkata,non-stop,3543,135,0,2019,5,24,9,45,12,0
Multiple carriers,Delhi,Cochin,1 stop,15058,675,1,2019,6,3,8,0,19,15
Jet Airways,Banglore,New Delhi,1 stop,11087,1410,1,2019,3,12,18,55,18,25
Jet Airways,Kolkata,Banglore,1 stop,13941,520,1,2019,5,9,20,0,4,40
SpiceJet,Delhi,Cochin,1 stop,7317,380,1,2019,6,1,15,45,22,5
Jet Airways,Delhi,Cochin,2 stops,15129,1430,2,2019,5,9,19,10,19,0
Jet Airways,Kolkata,Banglore,1 stop,9663,775,1,2019,5,24,21,10,10,5
IndiGo,Delhi,Cochin,1 stop,5065,300,1,2019,4,24,16,0,21,0
Air India,Delhi,Cochin,1 stop,8907,795,1,2019,6,27,9,45,23,0
SpiceJet,Kolkata,Banglore,non-stop,4148,150,0,2019,3,21,9,0,11,30
Multiple carriers,Delhi,Cochin,1 stop,13587,420,1,2019,6,9,14,0,21,0
Jet Airways,Delhi,Cochin,1 stop,10262,395,1,2019,6,6,21,50,4,25
Jet Airways,Banglore,New Delhi,1 stop,12284,1090,1,2019,3,18,14,5,8,15
Jet Airways,Kolkata,Banglore,1 stop,14781,1285,1,2019,5,15,18,55,16,20
Jet Airways,Kolkata,Banglore,1 stop,9663,1495,1,2019,5,18,8,25,9,20
IndiGo,Banglore,New Delhi,non-stop,19685,170,0,2019,3,1,13,0,15,50
Air India,Kolkata,Banglore,1 stop,10203,795,1,2019,5,12,10,0,23,15
Jet Airways,Kolkata,Banglore,1 stop,13941,1330,1,2019,5,15,6,30,4,40
Air India,Banglore,New Delhi,non-stop,25703,165,0,2019,3,1,21,10,23,55
Jet Airways,Delhi,Cochin,1 stop,10262,865,1,2019,6,9,14,0,4,25
SpiceJet,Chennai,Kolkata,non-stop,3543,140,0,2019,5,1,17,45,20,5
SpiceJet,Kolkata,Banglore,non-stop,3841,150,0,2019,4,6,14,55,17,25
Jet Airways,Delhi,Cochin,1 stop,15554,450,1,2019,5,18,11,30,19,0
Jet Airways,Kolkata,Banglore,1 stop,10844,345,1,2019,5,24,14,5,19,50
Jet Airways,Kolkata,Banglore,1 stop,12692,1285,1,2019,6,12,17,0,14,25
Jet Airways,Mumbai,Hyderabad,non-stop,3210,90,0,2019,6,9,19,35,21,5
Air India,Delhi,Cochin,2 stops,9601,435,2,2019,5,15,12,0,19,15
Multiple carriers,Delhi,Cochin,1 stop,13377,750,1,2019,6,15,13,0,1,30
Jet Airways,Kolkata,Banglore,1 stop,11134,1395,1,2019,3,24,18,55,18,10
Multiple carriers,Delhi,Cochin,1 stop,8055,725,1,2019,3,27,8,55,21,0
Jet Airways,Delhi,Cochin,1 stop,12242,655,1,2019,3,27,17,30,4,25
Air India,Banglore,New Delhi,1 stop,8425,1520,1,2019,3,9,22,0,23,20
SpiceJet,Mumbai,Hyderabad,non-stop,2753,90,0,2019,6,15,5,45,7,15
SpiceJet,Banglore,Delhi,non-stop,3311,175,0,2019,5,27,21,10,0,5
